/////////////////////////////////////////////////////////////////////////////
//Editor Cortesia de www.GamesBit.net
///////////////////////////
//Aporte de www.facebook.com/Arnold.DGD
///////////////////////////
//Archivo: 008 - Box of Kundun 2
/////////////////////////////////////////////////////////////////////////////
0
//EventName	DropZen	ItemDropRate	ItemDropCount	SetItemDropRate	ItemDropType	Fireworks
"Box of Kundun 2"	0	100				10	0	0	1
end

1
//Section	Type	MinLevel	MaxLevel	Skill	Luck	Option	Excellent	NameItem
0	14	0	0	1	1	0	2
1	8	0	0	1	1	0	2
2	9	0	0	1	1	0	2
3	9	0	0	1	1	0	2
4	5	0	0	1	1	0	2
5	5	0	0	0	1	0	2
6	6	0	0	1	1	0	2
6	14	0	0	1	1	0	2
7	14	0	0	0	1	0	2
8	14	0	0	0	1	0	2
9	14	0	0	0	1	0	2
10	14	0	0	0	1	0	2
11	14	0	0	0	1	0	2
7	1	0	0	0	1	0	2
8	1	0	0	0	1	0	2
9	1	0	0	0	1	0	2
10	1	0	0	0	1	0	2
11	1	0	0	0	1	0	2
11	3	0	0	0	1	0	2
10	3	0	0	0	1	0	2
9	3	0	0	0	1	0	2
8	3	0	0	0	1	0	2
7	3	0	0	0	1	0	2
7	25	0	0	0	1	0	2
8	25	0	0	0	1	0	2
9	25	0	0	0	1	0	2
10	25	0	0	0	1	0	2
11	25	0	0	0	1	0	2
7	59	0	0	0	1	0	2
8	59	0	0	0	1	0	2
9	59	0	0	0	1	0	2
11	59	0	0	0	1	0	2
7	40	0	0	0	1	0	2
8	40	0	0	0	1	0	2
9	40	0	0	0	1	0	2
10	40	0	0	0	1	0	2
11	40	0	0	0	1	0	2
5	15	0	0	1	1	0	2
5	21	0	0	1	1	0	2
5	22	0	0	1	1	0	2
5	23	0	0	1	1	0	2
0	33	0	0	1	1	0	3
0	14	0	0	1	1	0	3
1	8	0	0	1	1	0	3
2	9	0	0	1	1	0	3
3	9	0	0	1	1	0	3
4	5	0	0	1	1	0	3
5	5	0	0	0	1	0	3
6	6	0	0	1	1	0	3
6	14	0	0	1	1	0	3
7	14	0	0	0	1	0	3
8	14	0	0	0	1	0	3
9	14	0	0	0	1	0	3
10	14	0	0	0	1	0	3
11	14	0	0	0	1	0	3
7	1	0	0	0	1	0	3
8	1	0	0	0	1	0	3
9	1	0	0	0	1	0	3
10	1	0	0	0	1	0	3
11	1	0	0	0	1	0	3
11	3	0	0	0	1	0	3
10	3	0	0	0	1	0	3
9	3	0	0	0	1	0	3
8	3	0	0	0	1	0	3
7	3	0	0	0	1	0	3
7	25	0	0	0	1	0	3
8	25	0	0	0	1	0	3
9	25	0	0	0	1	0	3
10	25	0	0	0	1	0	3
11	25	0	0	0	1	0	3
7	59	0	0	0	1	0	3
8	59	0	0	0	1	0	3
9	59	0	0	0	1	0	3
11	59	0	0	0	1	0	3
7	40	0	0	0	1	0	3
8	40	0	0	0	1	0	3
9	40	0	0	0	1	0	3
10	40	0	0	0	1	0	3
11	40	0	0	0	1	0	3
5	15	0	0	1	1	0	3
5	21	0	0	1	1	0	3
5	22	0	0	1	1	0	3
5	23	0	0	1	1	0	3
0	33	0	0	1	1	0	3
0	14	0	0	1	0	0	2
1	8	0	0	1	0	0	2
2	9	0	0	1	0	0	2
3	9	0	0	1	0	0	2
4	5	0	0	1	0	0	2
5	5	0	0	0	0	0	2
6	6	0	0	1	0	0	2
6	14	0	0	1	0	0	2
7	14	0	0	0	0	0	2
8	14	0	0	0	0	0	2
9	14	0	0	0	0	0	2
10	14	0	0	0	0	0	2
11	14	0	0	0	0	0	2
7	1	0	0	0	0	0	2
8	1	0	0	0	0	0	2
9	1	0	0	0	0	0	2
10	1	0	0	0	0	0	2
11	1	0	0	0	0	0	2
11	3	0	0	0	0	0	2
10	3	0	0	0	0	0	2
9	3	0	0	0	0	0	2
8	3	0	0	0	0	0	2
7	3	0	0	0	0	0	2
7	25	0	0	0	0	0	2
8	25	0	0	0	0	0	2
9	25	0	0	0	0	0	2
10	25	0	0	0	0	0	2
11	25	0	0	0	0	0	2
7	59	0	0	0	0	0	2
8	59	0	0	0	0	0	2
9	59	0	0	0	0	0	2
11	59	0	0	0	0	0	2
7	40	0	0	0	0	0	2
8	40	0	0	0	0	0	2
9	40	0	0	0	0	0	2
10	40	0	0	0	0	0	2
11	40	0	0	0	0	0	2
5	15	0	0	1	0	0	2
5	21	0	0	1	0	0	2
5	22	0	0	1	0	0	2
5	23	0	0	1	0	0	2
0	33	0	0	1	0	0	3
0	14	0	0	1	0	0	3
1	8	0	0	1	0	0	3
2	9	0	0	1	0	0	3
3	9	0	0	1	0	0	3
4	5	0	0	1	0	0	3
5	5	0	0	0	0	0	3
6	6	0	0	1	0	0	3
6	14	0	0	1	0	0	3
7	14	0	0	0	0	0	3
8	14	0	0	0	0	0	3
9	14	0	0	0	0	0	3
10	14	0	0	0	0	0	3
11	14	0	0	0	0	0	3
7	1	0	0	0	0	0	3
8	1	0	0	0	0	0	3
9	1	0	0	0	0	0	3
10	1	0	0	0	0	0	3
11	1	0	0	0	0	0	3
11	3	0	0	0	0	0	3
10	3	0	0	0	0	0	3
9	3	0	0	0	0	0	3
8	3	0	0	0	0	0	3
7	3	0	0	0	0	0	3
7	25	0	0	0	0	0	3
8	25	0	0	0	0	0	3
9	25	0	0	0	0	0	3
10	25	0	0	0	0	0	3
11	25	0	0	0	0	0	3
7	59	0	0	0	0	0	3
8	59	0	0	0	0	0	3
9	59	0	0	0	0	0	3
11	59	0	0	0	0	0	3
7	40	0	0	0	0	0	3
8	40	0	0	0	0	0	3
9	40	0	0	0	0	0	3
10	40	0	0	0	0	0	3
11	40	0	0	0	0	0	3
5	15	0	0	1	0	0	3
5	21	0	0	1	0	0	3
5	22	0	0	1	0	0	3
