1
373	528	508	0	0	0	30	894	1095	14	0	1	0	//Panda Ring
374	529	508	0	0	0	30	895	1097	14	0	1	0	//Skeleton Transformation Ring
375	530	508	0	0	0	130	896	1099	14	0	1	0	//Lethal Wizards Ring
376	531	508	0	0	0	100	897	1101	14	0	1	0	//Wizards Ring
378	533	508	0	0	0	90	899	1105	14	0	1	0	//Emerald Necklace
379	534	508	0	0	0	90	900	1107	14	0	1	0	//Ruby Necklace
380	535	508	0	0	0	90	901	1109	14	0	1	0	//Sapphire Necklace
381	536	508	0	0	0	70	902	1111	22	0	1	0	//Seal of Healing
385	540	508	0	0	0	100	906	1119	22	0	1	0	//Seal of Divinity
386	541	508	0	0	0	60	907	1121	22	0	1	0	//Master Seal of Ascension
387	542	508	0	0	0	70	908	1123	22	0	1	0	//Master Seal of Wealth
389	544	508	0	0	0	80	910	1127	22	0	1	0	//Seal of Ascension
390	545	508	0	0	0	70	911	1129	22	0	1	0	//Seal of Wealth
391	546	508	0	0	0	80	912	1131	22	0	1	0	//Seal of Sustenance
392	547	508	0	0	0	50	913	1133	23	0	1	0	//Pet Panda
396	549	508	0	0	0	50	915	1138	23	0	1	0	//Pet Skeleton
400	551	508	0	0	0	50	917	1143	23	0	1	0	//Pet Unicorn
401	552	508	0	0	0	100	918	1145	23	0	1	0	//Demon
406	554	508	0	0	0	100	920	1151	23	0	1	0	//Spirit of Guardian
407	555	508	0	0	0	120	921	1153	22	0	1	0	//Max SD Boost Aura
408	556	508	0	0	0	250	922	1155	13	0	1	0	//Reset Fruit Strength
409	557	508	0	0	0	250	923	1157	13	0	1	0	//Reset Fruit Quickness
410	558	508	0	0	0	250	924	1159	13	0	1	0	//Reset Fruit Health
411	559	508	0	0	0	250	925	1161	13	0	1	0	//Reset Fruit Energy
412	560	508	0	0	0	250	926	1163	13	0	1	0	//Reset Fruit Control
413	561	508	0	0	0	150	927	1165	24	0	1	0	//Scroll of Quickness
414	562	508	0	0	0	150	928	1167	24	0	1	0	//Scroll of Defense
415	563	508	0	0	0	150	929	1169	24	0	1	0	//Scroll of Wrath
416	564	508	0	0	0	150	930	1171	24	0	1	0	//Scroll of Wizardry
417	565	508	0	0	0	150	931	1173	24	0	1	0	//Scroll of Health
418	566	508	0	0	0	150	932	1175	24	0	1	0	//Scroll of Mana
419	567	508	0	0	0	150	933	1177	24	0	1	0	//Scroll of Battle
420	568	508	0	0	0	150	934	1179	24	0	1	0	//Scroll of Strengthener
421	569	508	0	0	0	120	935	1181	25	0	1	0	//Golden Oak Charm
422	570	508	0	0	0	80	936	1183	25	0	1	0	//Hawk Figurine
423	571	508	0	0	0	80	937	1185	25	0	1	0	//Goat Figurine
425	573	508	0	0	0	100	939	1189	26	0	1	0	//Savath
426	574	508	0	0	0	100	940	1191	26	0	1	0	//Lycan
427	575	508	0	0	0	100	941	1193	26	0	1	0	//Torby
428	576	508	0	0	0	100	942	1195	26	0	1	0	//Seiren
429	577	508	0	0	0	100	943	1197	26	0	1	0	//Behemoth
430	578	508	0	0	0	100	944	1199	26	0	1	0	//Loggle
431	579	508	0	0	0	100	945	1201	26	0	1	0	//Mino
432	580	508	0	0	0	150	946	1203	26	0	1	0	//Hound
433	581	508	0	0	0	150	947	1205	26	0	1	0	//Trive
434	582	508	0	0	0	150	948	1207	26	0	1	0	//Vogan
435	583	508	0	0	0	200	949	1209	26	0	1	0	//Cyclop
436	584	508	0	0	0	200	950	1211	26	0	1	0	//Bonf
437	585	508	0	0	0	200	951	1213	26	0	1	0	//Hawk
438	586	508	0	0	0	200	952	1215	26	0	1	0	//Muty
439	587	508	0	0	0	200	953	1217	26	0	1	0	//Mantis
440	588	508	0	0	0	200	954	1219	26	0	1	0	//Scolpy
441	589	508	0	0	0	200	955	1221	26	0	1	0	//Chafer
442	590	508	0	0	0	200	956	1223	26	0	1	0	//Cosplay Girl
443	591	508	0	0	0	200	957	1225	26	0	1	0	//Cheer Girl
444	592	508	0	0	0	200	958	1227	26	0	1	0	//Sporty Girl
445	593	508	0	0	0	200	959	1229	26	0	1	0	//Baal
446	594	508	0	0	0	200	960	1231	26	0	1	0	//Gaap
447	595	508	0	0	0	200	961	1233	26	0	1	0	//Taaf
448	596	508	0	0	0	200	962	1235	26	0	1	0	//Frozen
449	597	508	0	0	0	200	963	1237	26	0	1	0	//Loor
450	598	508	0	0	0	200	964	1239	26	0	1	0	//Purssil
451	599	508	0	0	0	250	965	1241	26	0	1	0	//Luki (Evolved)
452	600	508	0	0	0	250	966	1243	26	0	1	0	//Tony (Evolved)
453	601	508	0	0	0	250	967	1245	26	0	1	0	//Nymph (Evolved)
454	602	508	0	0	0	250	968	1247	26	0	1	0	//Safi (Evolved)
455	603	508	0	0	0	300	969	1249	26	0	1	0	//William (Evolved)
456	604	508	0	0	0	300	970	1251	26	0	1	0	//Paul (Evolved)
457	605	508	0	0	0	300	971	1253	26	0	1	0	//Chiron (Evolved)
458	606	508	0	0	0	300	972	1255	26	0	1	0	//Wooparoo (Evolved)
459	607	508	0	0	0	300	973	1257	26	0	1	0	//Tibetton (Evolved)
460	608	508	0	0	0	300	974	1259	26	0	1	0	//Witch (Evolved)
461	609	508	0	0	0	300	975	1261	26	0	1	0	//Skull (Evolved)
462	610	508	0	0	0	350	976	1263	26	0	1	0	//Pumpy (Evolved)
463	611	508	0	0	0	350	977	1265	26	0	1	0	//Savath (Evolved)
464	612	508	0	0	0	350	978	1267	26	0	1	0	//Lycan (Evolved)
465	613	508	0	0	0	350	979	1269	26	0	1	0	//Torby (Evolved)
466	614	508	0	0	0	350	980	1271	26	0	1	0	//Seiren (Evolved)
467	615	508	0	0	0	350	981	1273	26	0	1	0	//Behemoth (Evolved)
468	616	508	0	0	0	350	982	1275	26	0	1	0	//Loggle (Evolved)
469	617	508	0	0	0	350	983	1277	26	0	1	0	//Mino (Evolved)
470	618	508	0	0	0	350	984	1279	26	0	1	0	//Hound (Evolved)
471	619	508	0	0	0	400	985	1281	26	0	1	0	//Trive (Evolved)
472	620	508	0	0	0	400	986	1283	26	0	1	0	//Vogan (Evolved)
473	621	508	0	0	0	400	987	1285	26	0	1	0	//Cyclop (Evolved)
474	622	508	0	0	0	400	988	1287	26	0	1	0	//Bonf (Evolved)
475	623	508	0	0	0	400	989	1289	26	0	1	0	//Hawk (Evolved)
476	624	508	0	0	0	400	990	1291	26	0	1	0	//Muty (Evolved)
477	625	508	0	0	0	400	991	1293	26	0	1	0	//Mantis (Evolved)
478	626	508	0	0	0	400	992	1295	26	0	1	0	//Scolpy (Evolved)
479	627	508	0	0	0	400	993	1297	26	0	1	0	//Chafer (Evolved)
480	628	508	0	0	0	400	994	1299	26	0	1	0	//Cosplay Girl (Evolved)
481	629	508	0	0	0	400	995	1301	26	0	1	0	//Cheer Girl (Evolved)
482	630	508	0	0	0	400	996	1303	26	0	1	0	//Sporty Girl (Evolved)
483	631	508	0	0	0	400	997	1305	26	0	1	0	//Baal (Evolved)
484	632	508	0	0	0	400	998	1307	26	0	1	0	//Gaap (Evolved)
485	633	508	0	0	0	400	999	1309	26	0	1	0	//Taaf (Evolved)
486	634	508	0	0	0	400	1000	1311	26	0	1	0	//Loor (Evolved)
487	635	508	0	0	0	400	1001	1313	26	0	1	0	//Purssil (Evolved)
488	636	508	0	0	0	765	1002	1315	58	0	1	0	//Golden Box
489	637	508	0	0	0	765	1003	1317	58	0	1	0	//Silver Box
495	643	0	0	0	2	20000	1009	1329	34	0	1	0	//Tibetton
496	644	0	0	0	2	5000	1010	1331	56	0	1	0	//Eilte Transfer Skeleton Ring
497	645	0	0	0	2	20	1011	1333	57	0	1	0	//Cherry Blossom Flower Petal
498	646	0	0	0	2	20	1012	1335	57	0	1	0	//Cherry Blossom Rice Cake
499	647	0	0	0	2	400	1013	1337	57	0	1	0	//Hawk Figurine
500	648	0	0	0	2	400	1014	1339	57	0	1	0	//Goat Figurine
501	649	0	0	0	2	900	1015	1341	59	0	1	0	//Horn of Dinorant
502	650	0	0	0	2	100	1016	1343	59	0	1	0	//Horn of Uniria
503	651	0	0	0	2	300	1017	1345	59	0	1	0	//Dark Raven
504	652	0	0	0	2	900	1018	1347	59	0	1	0	//Dark Horse
505	653	0	0	0	2	2500	1019	1349	60	0	1	0	//Pink Chocolate Box
507	655	0	0	0	2	15000	1021	1353	60	0	1	0	//Red Chocolate Box
509	657	0	0	0	2	4000	1023	1357	60	0	1	0	//Condor Feather
510	658	0	0	0	2	400	1024	1359	60	0	1	0	//Condor Flame
end
